name,type,start_time,duration,"ack","address","read","data"
"I2C","stop",3.40945086,1.99999995e-08,,,,
"I2C","start",3.40945602,1.99999995e-08,,,,
"I2C","address",3.40946552,8.07e-05,true,0x3F,true,
"I2C","data",3.40955102,8.07e-05,false,,,0x3D
"I2C","stop",3.40964128,1.99999999e-08,,,,
"I2C","start",3.41941508,2.00000004e-08,,,,
"I2C","address",3.41942458,8.068e-05,true,0x3F,false,
"I2C","data",3.41951008,8.068e-05,true,,,0x45
"I2C","stop",3.41960034,1.99999999e-08,,,,
"I2C","start",3.41960544,1.99999999e-08,,,,
"I2C","address",3.41961494,8.068e-05,true,0x3F,true,
"I2C","data",3.41970044,8.068e-05,false,,,0x3D
"I2C","stop",3.41979068,1.99999999e-08,,,,
"I2C","start",3.4295639,1.99999999e-08,,,,
"I2C","address",3.4295734,8.07e-05,true,0x3F,false,
"I2C","data",3.4296589,8.07e-05,true,,,0x45
"I2C","stop",3.42974916,1.99999995e-08,,,,
"I2C","start",3.42975416,2.00000004e-08,,,,
"I2C","address",3.42976366,8.068e-05,true,0x3F,true,
"I2C","data",3.42984916,8.068e-05,false,,,0x3D
"I2C","stop",3.4299394,2.00000004e-08,,,,
"I2C","start",3.43971328,2.00000004e-08,,,,
"I2C","address",3.43972278,8.07e-05,true,0x3F,false,
"I2C","data",3.43980828,8.07e-05,true,,,0x45
"I2C","stop",3.43989854,1.99999999e-08,,,,
"I2C","start",3.4399036,1.99999999e-08,,,,
"I2C","address",3.4399131,8.068e-05,true,0x3F,true,
"I2C","data",3.4399986,8.068e-05,false,,,0x3D
"I2C","stop",3.44008884,1.99999999e-08,,,,
"I2C","start",3.44986218,2.00000004e-08,,,,
"I2C","address",3.44987168,8.068e-05,true,0x3F,false,
"I2C","data",3.44995718,8.068e-05,true,,,0x45
"I2C","stop",3.45004742,1.99999999e-08,,,,
"I2C","start",3.45005236,1.99999995e-08,,,,
"I2C","address",3.45006186,8.07e-05,true,0x3F,true,
"I2C","data",3.45014736,8.07e-05,false,,,0x3D
"I2C","stop",3.45023762,2.00000004e-08,,,,
"I2C","start",3.46001076,2.00000004e-08,,,,
"I2C","address",3.46002026,8.07e-05,true,0x3F,false,
"I2C","data",3.46010576,8.07e-05,true,,,0x45
"I2C","stop",3.46019602,1.99999995e-08,,,,
"I2C","start",3.46020096,2.00000004e-08,,,,
"I2C","address",3.46021046,8.07e-05,true,0x3F,true,
"I2C","data",3.46029596,8.07e-05,false,,,0x3D
"I2C","stop",3.46038622,1.99999999e-08,,,,
"I2C","start",3.47015954,1.99999999e-08,,,,
"I2C","address",3.47016904,8.068e-05,true,0x3F,false,
"I2C","data",3.47025454,8.068e-05,true,,,0x45
"I2C","stop",3.47034478,1.99999999e-08,,,,
"I2C","start",3.47034966,1.99999995e-08,,,,
"I2C","address",3.47035916,8.07e-05,true,0x3F,true,
"I2C","data",3.47044466,8.07e-05,false,,,0x3D
"I2C","stop",3.47053492,1.99999999e-08,,,,
"I2C","start",3.48030894,1.99999999e-08,,,,
"I2C","address",3.48031844,8.07e-05,true,0x3F,false,
"I2C","data",3.48040394,8.07e-05,true,,,0x45
"I2C","stop",3.4804942,1.99999999e-08,,,,
"I2C","start",3.48049928,1.99999999e-08,,,,
"I2C","address",3.48050878,8.068e-05,true,0x3F,true,
"I2C","data",3.48059428,8.068e-05,false,,,0x3D
"I2C","stop",3.48068452,1.99999995e-08,,,,
"I2C","start",3.49045828,1.99999999e-08,,,,
"I2C","address",3.49046778,8.07e-05,true,0x3F,false,
"I2C","data",3.49055328,8.07e-05,true,,,0x45
"I2C","stop",3.49064354,1.99999999e-08,,,,
"I2C","start",3.49064864,2.00000004e-08,,,,
"I2C","address",3.49065814,8.07e-05,true,0x3F,true,
"I2C","data",3.49074364,8.07e-05,false,,,0x3D
"I2C","stop",3.4908339,1.99999999e-08,,,,
"I2C","start",3.50060736,1.99999999e-08,,,,
"I2C","address",3.50061686,8.068e-05,true,0x3F,false,
"I2C","data",3.50070236,8.068e-05,true,,,0x45
"I2C","stop",3.5007926,1.99999995e-08,,,,
"I2C","start",3.50079782,2.00000004e-08,,,,
"I2C","address",3.50080732,8.068e-05,true,0x3F,true,
"I2C","data",3.50089282,8.068e-05,false,,,0x3D
"I2C","stop",3.50098306,1.99999999e-08,,,,
"I2C","start",3.51075662,1.99999999e-08,,,,
"I2C","address",3.51076612,8.07e-05,true,0x3F,false,
"I2C","data",3.51085162,8.07e-05,true,,,0x45
"I2C","stop",3.51094188,2.00000004e-08,,,,
"I2C","start",3.51094704,1.99999999e-08,,,,
"I2C","address",3.51095656,8.068e-05,true,0x3F,true,
"I2C","data",3.51104206,8.068e-05,false,,,0x3D
"I2C","stop",3.5111323,2.00000004e-08,,,,
"I2C","start",3.52090544,1.99999999e-08,,,,
"I2C","address",3.52091496,8.068e-05,true,0x3F,false,
"I2C","data",3.52100046,8.068e-05,true,,,0x45
"I2C","stop",3.5210907,2.00000004e-08,,,,
"I2C","start",3.52109576,1.99999999e-08,,,,
"I2C","address",3.52110528,8.068e-05,true,0x3F,true,
"I2C","data",3.52119078,8.068e-05,false,,,0x3D
"I2C","stop",3.52128102,1.99999999e-08,,,,
"I2C","start",3.5310546,1.99999999e-08,,,,
"I2C","address",3.5310641,8.068e-05,true,0x3F,false,
"I2C","data",3.5311496,8.068e-05,true,,,0x45
"I2C","stop",3.53123986,2.00000004e-08,,,,
"I2C","start",3.53124488,1.99999995e-08,,,,
"I2C","address",3.53125438,8.068e-05,true,0x3F,true,
"I2C","data",3.53133988,8.068e-05,false,,,0x3D
"I2C","stop",3.53143014,2.00000004e-08,,,,
"I2C","start",3.54120328,1.99999995e-08,,,,
"I2C","address",3.5412128,8.068e-05,true,0x3F,false,
"I2C","data",3.5412983,8.068e-05,true,,,0x45
"I2C","stop",3.54138854,2.00000004e-08,,,,
"I2C","start",3.54139364,2.00000004e-08,,,,
"I2C","address",3.54140316,8.068e-05,true,0x3F,true,
"I2C","data",3.54148864,8.07e-05,false,,,0x3D
"I2C","stop",3.5415789,1.99999999e-08,,,,
"I2C","start",3.55135294,1.99999999e-08,,,,
"I2C","address",3.55136244,8.068e-05,true,0x3F,false,
"I2C","data",3.55144794,8.068e-05,true,,,0x45
"I2C","stop",3.5515382,1.99999999e-08,,,,
"I2C","start",3.55154326,2.00000004e-08,,,,
"I2C","address",3.55155276,8.07e-05,true,0x3F,true,
"I2C","data",3.55163826,8.07e-05,false,,,0x3D
"I2C","stop",3.55172852,1.99999999e-08,,,,
"I2C","start",3.56150208,1.99999999e-08,,,,
"I2C","address",3.56151158,8.07e-05,true,0x3F,false,
"I2C","data",3.56159708,8.07e-05,true,,,0x45
"I2C","stop",3.56168734,1.99999995e-08,,,,
"I2C","start",3.56169242,1.99999999e-08,,,,
"I2C","address",3.56170192,8.07e-05,true,0x3F,true,
"I2C","data",3.56178742,8.07e-05,false,,,0x3D
"I2C","stop",3.56187768,2.00000004e-08,,,,
"I2C","start",3.57165096,1.99999999e-08,,,,
"I2C","address",3.57166046,8.07e-05,true,0x3F,false,
"I2C","data",3.57174596,8.07e-05,true,,,0x45
"I2C","stop",3.57183622,2.00000004e-08,,,,
"I2C","start",3.57184134,1.99999995e-08,,,,
"I2C","address",3.57185084,8.07e-05,true,0x3F,true,
"I2C","data",3.57193634,8.07e-05,false,,,0x3D
"I2C","stop",3.5720266,1.99999999e-08,,,,
"I2C","start",3.58179972,1.99999999e-08,,,,
"I2C","address",3.58180922,8.068e-05,true,0x3F,false,
"I2C","data",3.58189472,8.068e-05,true,,,0x45
"I2C","stop",3.58198496,1.99999999e-08,,,,
"I2C","start",3.58198998,1.99999999e-08,,,,
"I2C","address",3.58199948,8.068e-05,true,0x3F,true,
"I2C","data",3.58208498,8.068e-05,false,,,0x3D
"I2C","stop",3.58217522,1.99999999e-08,,,,
"I2C","start",3.59194856,1.99999995e-08,,,,
"I2C","address",3.59195806,8.068e-05,true,0x3F,false,
"I2C","data",3.59204356,8.068e-05,true,,,0x45
"I2C","stop",3.5921338,1.99999999e-08,,,,
"I2C","start",3.5921388,2.00000004e-08,,,,
"I2C","address",3.5921483,8.068e-05,true,0x3F,true,
"I2C","data",3.5922338,8.068e-05,false,,,0xBD
"I2C","stop",3.59232404,2.00000004e-08,,,,
"I2C","start",3.59754784,2.00000004e-08,,,,
"I2C","address",3.59755734,8.068e-05,true,0x42,false,
"I2C","data",3.59764284,8.068e-05,true,,,0x7F
"I2C","data",3.59772834,8.068e-05,true,,,0x00
"I2C","stop",3.5978186,1.99999999e-08,,,,
"I2C","start",3.59782364,1.99999999e-08,,,,
"I2C","address",3.59783314,8.068e-05,true,0x42,false,
"I2C","data",3.59791864,8.068e-05,true,,,0xEE
"I2C","stop",3.5980089,1.99999999e-08,,,,
"I2C","start",3.5980137,1.99999999e-08,,,,
"I2C","address",3.5980232,8.068e-05,true,0x42,true,
"I2C","data",3.5981087,8.068e-05,false,,,0x00
"I2C","stop",3.59819896,1.99999995e-08,,,,
"I2C","start",3.59820516,1.99999999e-08,,,,
"I2C","address",3.59821466,8.068e-05,true,0x42,false,
"I2C","data",3.59830016,8.068e-05,true,,,0xEE
"I2C","data",3.59838566,8.068e-05,true,,,0x00
"I2C","stop",3.5984759,1.99999999e-08,,,,
"I2C","start",3.59848098,1.99999999e-08,,,,
"I2C","address",3.59849048,8.068e-05,true,0x42,false,
"I2C","data",3.59857598,8.068e-05,true,,,0xEC
"I2C","stop",3.59866622,1.99999999e-08,,,,
"I2C","start",3.598671,1.99999999e-08,,,,
"I2C","address",3.5986805,8.07e-05,true,0x42,true,
"I2C","data",3.598766,8.07e-05,false,,,0x00
"I2C","stop",3.59885626,1.99999999e-08,,,,
"I2C","start",3.5988613,1.99999999e-08,,,,
"I2C","address",3.5988708,8.07e-05,true,0x42,false,
"I2C","data",3.5989563,8.07e-05,true,,,0xEC
"I2C","data",3.5990418,8.07e-05,true,,,0x10
"I2C","stop",3.59913206,1.99999999e-08,,,,
"I2C","start",3.59913832,2.00000004e-08,,,,
"I2C","address",3.59914782,8.07e-05,true,0x42,false,
"I2C","data",3.59923332,8.068e-05,true,,,0xFF
"I2C","stop",3.59932358,1.99999999e-08,,,,
"I2C","start",3.59932838,1.99999995e-08,,,,
"I2C","address",3.59933788,8.068e-05,true,0x42,true,
"I2C","data",3.59942338,8.068e-05,false,,,0x00
"I2C","stop",3.59951364,1.99999999e-08,,,,
"I2C","start",3.59951876,1.99999999e-08,,,,
"I2C","address",3.59952828,8.068e-05,true,0x42,false,
"I2C","data",3.59961378,8.068e-05,true,,,0xFF
"I2C","data",3.59969926,8.07e-05,true,,,0x01
"I2C","stop",3.59978952,2.00000004e-08,,,,
"I2C","start",3.59979454,1.99999999e-08,,,,
"I2C","address",3.59980404,8.068e-05,true,0x42,false,
"I2C","data",3.59988954,8.068e-05,true,,,0x86
"I2C","stop",3.59997978,1.99999999e-08,,,,
"I2C","start",3.59998456,2.00000004e-08,,,,
"I2C","address",3.59999406,8.07e-05,true,0x42,true,
"I2C","data",3.60007956,8.07e-05,false,,,0x00
"I2C","stop",3.60016982,1.99999999e-08,,,,
"I2C","start",3.60400544,2.00000004e-08,,,,
"I2C","address",3.60401494,8.068e-05,true,0x3F,false,
"I2C","data",3.60410044,8.068e-05,true,,,0x39
"I2C","data",3.60418594,8.068e-05,true,,,0x00
"I2C","stop",3.60427618,2.00000004e-08,,,,
"I2C","start",3.60428148,1.99999999e-08,,,,
"I2C","address",3.60429098,8.068e-05,true,0x3F,false,
"I2C","data",3.60437648,8.068e-05,true,,,0x11
"I2C","data",3.60446198,8.068e-05,true,,,0x50
"I2C","stop",3.60455224,2.00000004e-08,,,,
"I2C","start",3.60455738,1.99999999e-08,,,,
"I2C","address",3.6045669,8.068e-05,true,0x3F,false,
"I2C","data",3.6046524,8.068e-05,true,,,0x12
"I2C","data",3.60473788,8.07e-05,true,,,0x00
"I2C","stop",3.60482814,1.99999999e-08,,,,
"I2C","start",3.60483302,1.99999999e-08,,,,
"I2C","address",3.60484252,8.07e-05,true,0x3F,false,
"I2C","data",3.60492802,8.07e-05,true,,,0x13
"I2C","stop",3.60501828,1.99999999e-08,,,,
"I2C","start",3.60502306,1.99999999e-08,,,,
"I2C","address",3.60503256,8.068e-05,true,0x3F,true,
"I2C","data",3.60511806,8.068e-05,false,,,0x00
"I2C","stop",3.6052083,1.99999999e-08,,,,
"I2C","start",3.60521366,1.99999999e-08,,,,
"I2C","address",3.60522316,8.068e-05,true,0x3F,false,
"I2C","data",3.60530866,8.068e-05,true,,,0x13
"I2C","data",3.60539416,8.068e-05,true,,,0x00
"I2C","stop",3.6054844,1.99999999e-08,,,,
"I2C","start",3.60548966,1.99999999e-08,,,,
"I2C","address",3.60549916,8.068e-05,true,0x3F,false,
"I2C","data",3.60558466,8.068e-05,true,,,0x15
"I2C","data",3.60567016,8.068e-05,true,,,0x7E
"I2C","stop",3.6057604,2.00000004e-08,,,,
"I2C","start",3.60576526,1.99999999e-08,,,,
"I2C","address",3.60577476,8.07e-05,true,0x3F,false,
"I2C","data",3.60586026,8.068e-05,true,,,0x27
"I2C","data",3.60594576,8.07e-05,true,,,0x04
"I2C","stop",3.60603602,2.00000004e-08,,,,
"I2C","start",3.60604098,1.99999999e-08,,,,
"I2C","address",3.6060505,8.068e-05,true,0x3F,false,
"I2C","data",3.606136,8.068e-05,true,,,0x14
"I2C","stop",3.60622624,1.99999999e-08,,,,
"I2C","start",3.60623112,1.99999999e-08,,,,
"I2C","address",3.60624064,8.068e-05,true,0x3F,true,
"I2C","data",3.60632614,8.068e-05,false,,,0x00
"I2C","stop",3.60641638,1.99999999e-08,,,,
"I2C","start",3.60642154,1.99999999e-08,,,,
"I2C","address",3.60643106,8.068e-05,true,0x3F,false,
"I2C","data",3.60651654,8.07e-05,true,,,0x14
"I2C","data",3.60660204,8.07e-05,true,,,0x10
"I2C","stop",3.6066923,1.99999999e-08,,,,
"I2C","start",3.60815532,2.00000004e-08,,,,
"I2C","address",3.60816484,8.068e-05,true,0x3F,false,
"I2C","data",3.60825032,8.07e-05,true,,,0x14
"I2C","stop",3.60834058,1.99999999e-08,,,,
"I2C","start",3.60834586,1.99999999e-08,,,,
"I2C","address",3.60835536,8.07e-05,true,0x3F,true,
"I2C","data",3.60844086,8.07e-05,false,,,0x00
"I2C","stop",3.60853112,2.00000004e-08,,,,
"I2C","start",3.60853614,1.99999995e-08,,,,
"I2C","address",3.60854564,8.068e-05,true,0x3F,false,
"I2C","data",3.60863114,8.068e-05,true,,,0x14
"I2C","stop",3.60872138,1.99999999e-08,,,,
"I2C","start",3.60872616,2.00000004e-08,,,,
"I2C","address",3.60873566,8.07e-05,true,0x3F,true,
"I2C","data",3.60882116,8.07e-05,false,,,0x00
"I2C","stop",3.60891142,1.99999999e-08,,,,
"I2C","start",3.60891658,2.00000004e-08,,,,
"I2C","address",3.60892608,8.07e-05,true,0x3F,false,
"I2C","data",3.60901158,8.07e-05,true,,,0x27
"I2C","data",3.60909708,8.07e-05,true,,,0x01
"I2C","stop",3.60918734,1.99999999e-08,,,,
"I2C","start",3.6091978,1.99999999e-08,,,,
"I2C","address",3.6092073,8.07e-05,true,0x3F,false,
"I2C","data",3.6092928,8.07e-05,true,,,0x14
"I2C","stop",3.60938306,2.00000004e-08,,,,
"I2C","start",3.60938784,1.99999995e-08,,,,
"I2C","address",3.60939736,8.068e-05,true,0x3F,true,
"I2C","data",3.60948286,8.068e-05,false,,,0x00
"I2C","stop",3.6095731,1.99999999e-08,,,,
"I2C","start",3.60957812,1.99999999e-08,,,,
"I2C","address",3.60958764,8.068e-05,true,0x3F,false,
"I2C","data",3.60967314,8.068e-05,true,,,0x14
"I2C","data",3.60975864,8.068e-05,true,,,0x10
"I2C","stop",3.60984888,1.99999999e-08,,,,
"I2C","start",3.6112,1.99999999e-08,,,,
"I2C","address",3.61120952,8.068e-05,true,0x3F,false,
"I2C","data",3.61129502,8.068e-05,true,,,0x14
"I2C","stop",3.61138526,1.99999999e-08,,,,
"I2C","start",3.61139024,1.99999995e-08,,,,
"I2C","address",3.61139976,8.068e-05,true,0x3F,true,
"I2C","data",3.61148524,8.07e-05,false,,,0x10
"I2C","stop",3.6115755,2.00000004e-08,,,,
"I2C","start",3.61326162,2.00000004e-08,,,,
"I2C","address",3.61327112,8.068e-05,true,0x3F,false,
"I2C","data",3.61335662,8.068e-05,true,,,0x14
"I2C","stop",3.61344688,1.99999999e-08,,,,
"I2C","start",3.6134528,1.99999999e-08,,,,
"I2C","address",3.6134623,8.07e-05,true,0x3F,true,
"I2C","data",3.6135478,8.07e-05,false,,,0x10
"I2C","stop",3.61363806,1.99999999e-08,,,,
"I2C","start",3.6152911,2.00000004e-08,,,,
"I2C","address",3.6153006,8.07e-05,true,0x3F,false,
"I2C","data",3.6153861,8.07e-05,true,,,0x14
"I2C","stop",3.61547636,1.99999999e-08,,,,
"I2C","start",3.61548146,1.99999999e-08,,,,
"I2C","address",3.61549096,8.07e-05,true,0x3F,true,
"I2C","data",3.61557646,8.07e-05,false,,,0x10
"I2C","stop",3.61566672,1.99999999e-08,,,,
"I2C","start",3.61732094,1.99999999e-08,,,,
"I2C","address",3.61733044,8.068e-05,true,0x3F,false,
"I2C","data",3.61741594,8.068e-05,true,,,0x14
"I2C","stop",3.61750618,1.99999999e-08,,,,
"I2C","start",3.61751122,1.99999999e-08,,,,
"I2C","address",3.61752072,8.068e-05,true,0x3F,true,
"I2C","data",3.61760622,8.068e-05,false,,,0x10
"I2C","stop",3.61769646,1.99999999e-08,,,,
"I2C","start",3.61935064,1.99999995e-08,,,,
"I2C","address",3.61936014,8.07e-05,true,0x3F,false,
"I2C","data",3.61944564,8.07e-05,true,,,0x14
"I2C","stop",3.6195359,2.00000004e-08,,,,
"I2C","start",3.61954104,1.99999999e-08,,,,
"I2C","address",3.61955054,8.068e-05,true,0x3F,true,
"I2C","data",3.61963604,8.068e-05,false,,,0x00
"I2C","stop",3.61972628,1.99999999e-08,,,,
"I2C","start",3.6197315,2.00000004e-08,,,,
"I2C","address",3.619741,8.068e-05,true,0x3F,false,
"I2C","data",3.6198265,8.068e-05,true,,,0x14
"I2C","stop",3.61991676,1.99999999e-08,,,,
"I2C","start",3.61992152,1.99999995e-08,,,,
"I2C","address",3.61993104,8.068e-05,true,0x3F,true,
"I2C","data",3.62001654,8.068e-05,false,,,0x00
"I2C","stop",3.62010678,1.99999999e-08,,,,
"I2C","start",3.62011178,2.00000004e-08,,,,
"I2C","address",3.6201213,8.068e-05,true,0x3F,false,
"I2C","data",3.62020678,8.07e-05,true,,,0x15
"I2C","stop",3.62029704,1.99999999e-08,,,,
"I2C","start",3.62030182,2.00000004e-08,,,,
"I2C","address",3.62031132,8.068e-05,true,0x3F,true,
"I2C","data",3.62039682,8.068e-05,false,,,0x00
"I2C","stop",3.62048706,2.00000004e-08,,,,
"I2C","start",3.6236271,1.99999999e-08,,,,
"I2C","address",3.6236366,8.07e-05,true,0x3F,false,
"I2C","data",3.6237221,8.07e-05,true,,,0x15
"I2C","data",3.6238076,8.07e-05,true,,,0x00
"I2C","stop",3.62389786,1.99999999e-08,,,,
"I2C","start",3.62390312,1.99999999e-08,,,,
"I2C","address",3.62391262,8.07e-05,true,0x3F,false,
"I2C","data",3.62399812,8.07e-05,true,,,0x27
"I2C","data",3.62408362,8.07e-05,true,,,0x04
"I2C","stop",3.62417388,2.00000004e-08,,,,
"I2C","start",3.62417902,1.99999999e-08,,,,
"I2C","address",3.62418852,8.068e-05,true,0x3F,false,
"I2C","data",3.62427402,8.068e-05,true,,,0x14
"I2C","stop",3.62436426,1.99999995e-08,,,,
"I2C","start",3.62436904,1.99999999e-08,,,,
"I2C","address",3.62437854,8.07e-05,true,0x3F,true,
"I2C","data",3.62446404,8.07e-05,false,,,0x00
"I2C","stop",3.6245543,2.00000004e-08,,,,
"I2C","start",3.62455976,1.99999995e-08,,,,
"I2C","address",3.62456926,8.068e-05,true,0x3F,false,
"I2C","data",3.62465476,8.068e-05,true,,,0x14
"I2C","data",3.62474026,8.068e-05,true,,,0x10
"I2C","stop",3.6248305,1.99999999e-08,,,,
"I2C","start",3.62642318,1.99999999e-08,,,,
"I2C","address",3.6264327,8.068e-05,true,0x3F,false,
"I2C","data",3.6265182,8.068e-05,true,,,0x14
"I2C","stop",3.62660844,1.99999999e-08,,,,
"I2C","start",3.62661354,1.99999999e-08,,,,
"I2C","address",3.62662304,8.068e-05,true,0x3F,true,
"I2C","data",3.62670854,8.068e-05,false,,,0x00
"I2C","stop",3.6267988,1.99999999e-08,,,,
"I2C","start",3.62680382,1.99999999e-08,,,,
"I2C","address",3.62681334,8.068e-05,true,0x3F,false,
"I2C","data",3.62689882,8.07e-05,true,,,0x14
"I2C","stop",3.62698908,1.99999999e-08,,,,
"I2C","start",3.62699386,2.00000004e-08,,,,
"I2C","address",3.62700336,8.068e-05,true,0x3F,true,
"I2C","data",3.62708886,8.068e-05,false,,,0x00
"I2C","stop",3.62717912,1.99999999e-08,,,,
"I2C","start",3.62718434,2.00000004e-08,,,,
"I2C","address",3.62719384,8.07e-05,true,0x3F,false,
"I2C","data",3.62727934,8.07e-05,true,,,0x27
"I2C","data",3.62736484,8.07e-05,true,,,0xF1
"I2C","stop",3.6274551,1.99999999e-08,,,,
"I2C","start",3.62746542,1.99999999e-08,,,,
"I2C","address",3.62747492,8.068e-05,true,0x3F,false,
"I2C","data",3.62756042,8.068e-05,true,,,0x14
"I2C","stop",3.62765066,1.99999995e-08,,,,
"I2C","start",3.62765544,1.99999999e-08,,,,
"I2C","address",3.62766494,8.07e-05,true,0x3F,true,
"I2C","data",3.62775044,8.07e-05,false,,,0x00
"I2C","stop",3.6278407,1.99999999e-08,,,,
"I2C","start",3.6278458,2.00000004e-08,,,,
"I2C","address",3.6278553,8.068e-05,true,0x3F,false,
"I2C","data",3.6279408,8.068e-05,true,,,0x14
"I2C","data",3.6280263,8.068e-05,true,,,0x10
"I2C","stop",3.62811654,1.99999999e-08,,,,
"I2C","start",3.629468,1.99999995e-08,,,,
"I2C","address",3.6294775,8.07e-05,true,0x3F,false,
"I2C","data",3.629563,8.07e-05,true,,,0x14
"I2C","stop",3.62965326,1.99999999e-08,,,,
"I2C","start",3.62965828,1.99999999e-08,,,,
"I2C","address",3.62966778,8.068e-05,true,0x3F,true,
"I2C","data",3.62975328,8.068e-05,false,,,0x10
"I2C","stop",3.62984352,1.99999999e-08,,,,
"I2C","start",3.63152954,1.99999999e-08,,,,
"I2C","address",3.63153904,8.068e-05,true,0x3F,false,
"I2C","data",3.63162454,8.068e-05,true,,,0x14
"I2C","stop",3.6317148,1.99999999e-08,,,,
"I2C","start",3.63171972,1.99999999e-08,,,,
"I2C","address",3.63172924,8.068e-05,true,0x3F,true,
"I2C","data",3.63181474,8.068e-05,false,,,0x10
"I2C","stop",3.63190498,2.00000004e-08,,,,
"I2C","start",3.63355908,1.99999999e-08,,,,
"I2C","address",3.6335686,8.068e-05,true,0x3F,false,
"I2C","data",3.6336541,8.068e-05,true,,,0x14
"I2C","stop",3.63374434,2.00000004e-08,,,,
"I2C","start",3.63374934,1.99999999e-08,,,,
"I2C","address",3.63375884,8.07e-05,true,0x3F,true,
"I2C","data",3.63384434,8.07e-05,false,,,0x10
"I2C","stop",3.6339346,1.99999999e-08,,,,
"I2C","start",3.63558872,2.00000004e-08,,,,
"I2C","address",3.63559822,8.07e-05,true,0x3F,false,
"I2C","data",3.63568372,8.07e-05,true,,,0x14
"I2C","stop",3.63577398,1.99999995e-08,,,,
"I2C","start",3.63577922,2.00000004e-08,,,,
"I2C","address",3.63578872,8.07e-05,true,0x3F,true,
"I2C","data",3.63587422,8.07e-05,false,,,0x10
"I2C","stop",3.63596448,1.99999999e-08,,,,
"I2C","start",3.63761844,2.00000004e-08,,,,
"I2C","address",3.63762794,8.07e-05,true,0x3F,false,
"I2C","data",3.63771344,8.07e-05,true,,,0x14
"I2C","stop",3.6378037,1.99999999e-08,,,,
"I2C","start",3.63780866,1.99999999e-08,,,,
"I2C","address",3.63781816,8.068e-05,true,0x3F,true,
"I2C","data",3.63790366,8.068e-05,false,,,0x10
"I2C","stop",3.6379939,1.99999999e-08,,,,
"I2C","start",3.63964832,1.99999995e-08,,,,
"I2C","address",3.63965782,8.068e-05,true,0x3F,false,
"I2C","data",3.63974332,8.068e-05,true,,,0x14
"I2C","stop",3.63983356,1.99999999e-08,,,,
"I2C","start",3.6398386,1.99999999e-08,,,,
"I2C","address",3.6398481,8.07e-05,true,0x3F,true,
"I2C","data",3.6399336,8.07e-05,false,,,0x00
"I2C","stop",3.64002386,2.00000004e-08,,,,
"I2C","start",3.6400289,1.99999999e-08,,,,
"I2C","address",3.6400384,8.07e-05,true,0x3F,false,
"I2C","data",3.6401239,8.068e-05,true,,,0x14
"I2C","stop",3.64021416,1.99999999e-08,,,,
"I2C","start",3.64021892,1.99999999e-08,,,,
"I2C","address",3.64022844,8.068e-05,true,0x3F,true,
"I2C","data",3.64031394,8.068e-05,false,,,0x00
"I2C","stop",3.64040418,1.99999999e-08,,,,
"I2C","start",3.64040964,1.99999995e-08,,,,
"I2C","address",3.64041914,8.068e-05,true,0x3F,false,
"I2C","data",3.64050464,8.068e-05,true,,,0x15
"I2C","stop",3.6405949,1.99999999e-08,,,,
"I2C","start",3.64059966,1.99999999e-08,,,,
"I2C","address",3.64060916,8.07e-05,true,0x3F,true,
"I2C","data",3.64069466,8.07e-05,true,,,0x00
"I2C","data",3.64078016,8.07e-05,true,,,0xFF
"I2C","data",3.64086566,8.07e-05,true,,,0xFF
"I2C","data",3.64095116,8.07e-05,true,,,0xFF
"I2C","data",3.64103666,8.07e-05,true,,,0xFF
"I2C","data",3.64112216,8.07e-05,true,,,0xFF
"I2C","data",3.64120766,8.07e-05,true,,,0xFF
"I2C","data",3.64129316,8.07e-05,true,,,0x00
"I2C","data",3.64137866,8.07e-05,true,,,0x1A
"I2C","data",3.64146416,8.07e-05,true,,,0xB3
"I2C","data",3.64154966,8.07e-05,true,,,0x0A
"I2C","data",3.64163516,8.07e-05,true,,,0x08
"I2C","data",3.64172066,8.07e-05,true,,,0x21
"I2C","data",3.64180616,8.068e-05,true,,,0xCB
"I2C","data",3.64189166,8.068e-05,true,,,0x01
"I2C","data",3.64197716,8.068e-05,false,,,0x00
"I2C","stop",3.64206742,1.99999999e-08,,,,
"I2C","start",3.64207284,1.99999999e-08,,,,
"I2C","address",3.64208236,8.068e-05,true,0x3F,false,
"I2C","data",3.64216786,8.068e-05,true,,,0x15
"I2C","data",3.64225336,8.068e-05,true,,,0x10
"I2C","stop",3.6423436,2.00000004e-08,,,,
"I2C","start",3.64234846,1.99999999e-08,,,,
"I2C","address",3.64235796,8.07e-05,true,0x3F,false,
"I2C","data",3.64244346,8.07e-05,true,,,0x27
"I2C","data",3.64252896,8.07e-05,true,,,0x04
"I2C","stop",3.64261922,1.99999999e-08,,,,
"I2C","start",3.64262438,1.99999995e-08,,,,
"I2C","address",3.64263388,8.07e-05,true,0x3F,false,
"I2C","data",3.64271938,8.07e-05,true,,,0x14
"I2C","stop",3.64280964,2.00000004e-08,,,,
"I2C","start",3.64281456,1.99999999e-08,,,,
"I2C","address",3.64282406,8.068e-05,true,0x3F,true,
"I2C","data",3.64290956,8.068e-05,false,,,0x00
"I2C","stop",3.6429998,1.99999999e-08,,,,
"I2C","start",3.64300484,1.99999999e-08,,,,
"I2C","address",3.64301434,8.068e-05,true,0x3F,false,
"I2C","data",3.64309984,8.068e-05,true,,,0x14
"I2C","data",3.64318534,8.068e-05,true,,,0x10
"I2C","stop",3.64327558,1.99999999e-08,,,,
"I2C","start",3.64472256,1.99999995e-08,,,,
